video_id,title,published_date,duration,description,like_count,view_count,comment_count,comment,comment_likes,total_reply_count,comment_len,clean_comment,is_english,engagement,category,usyk_sentiment,fury_sentiment
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,This fight isn’t happening fury will retire have an injury or start waffling the moneys not right then blame usyk for being a big dosser….. guys the biggest clown in boxing,2,0,172.0,this fight isnt happening fury will retire have an injury or start waffling the money not right then blame usyk for being a big dosser guy the biggest clown in boxing,True,3,fury_usyk,neutral,negative
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,"One thing we can say for sure is, Usyk isn’t afraid of Fury, not shaken in the least and will fight him unaffected by too much respect and level of star that Fury is. You could see how Whyte viewed Fury by the way he fought him, Usyk won’t make that mistake",12,5,257.0,one thing we can say for sure is usyk isnt afraid of fury not shaken in the least and will fight him unaffected by too much respect and level of star that fury is you could see how whyte viewed fury by the way he fought him usyk wont make that mistake,True,18,fury_usyk,positive,neutral
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,Usyk didn't move much in the Daniel DuQuitter fight because the ring was soaking wet. You could easily hear it...squeak squeak,2,0,126.0,usyk didnt move much in the daniel duquitter fight because the ring wa soaking wet you could easily hear itsqueak squeak,True,3,fury_usyk,neutral,neutral
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,Fury is unlikely to get through Ngannou anyway. I wouldn't spend too much time thinking about Usyk.,1,2,99.0,fury is unlikely to get through ngannou anyway i wouldnt spend too much time thinking about usyk,True,4,fury_usyk,neutral,negative
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,Fury struggles against southpaws around 8-10 cm smaller than him. I’m backing Usyk,1,0,82.0,fury struggle against southpaw around cm smaller than him im backing usyk,True,2,fury_usyk,positive,negative
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,Usyk got done by Dubois. Its an easy win for Fury.,0,1,50.0,usyk got done by dubois it an easy win for fury,True,2,fury_usyk,negative,positive
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,"When it comes to skill, Usyk is miles ahead in every way, so Furys gameplan has to be to charge in there and KO him. Could go  either way, but Fury fans thinking that it would be easy is the dumbest thing I've heard, Fury fans are some of the dumbest people in existence.",1,0,271.0,when it come to skill usyk is mile ahead in every way so fury gameplan ha to be to charge in there and ko him could go either way but fury fan thinking that it would be easy is the dumbest thing ive heard fury fan are some of the dumbest people in existence,True,2,fury_usyk,positive,negative
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,My idea is that fury has actually been in camp for usyk the whole time Francis realistically is a poor man's wilder and poses no real threat to fury and he may only be fighting Francis to make usyk think he's not prepared for undisputed when in fact he is,1,1,255.0,my idea is that fury ha actually been in camp for usyk the whole time francis realistically is a poor man wilder and pose no real threat to fury and he may only be fighting francis to make usyk think he not prepared for undisputed when in fact he is,True,3,fury_usyk,neutral,positive
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,Usyk will have Ben Rothwell as his main sparring partner a very similar guy to Fury.,1,0,84.0,usyk will have ben rothwell a his main sparring partner a very similar guy to fury,True,2,fury_usyk,neutral,neutral
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,"I also agree that even in the early rounds, Usyk didn’t look as sharp as he did in the AJ 2 fight. 

Hope it’s just a question of his preparation and that he can correct it for the Fury fight.",2,0,192.0,i also agree that even in the early round usyk didnt look a sharp a he did in the aj fight hope it just a question of his preparation and that he can correct it for the fury fight,True,3,fury_usyk,negative,neutral
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,"Fury is expected to win and it would be a good win for him, sure but I mean if Usyk did pull of the upset with everything he's accomplished at cruiser - becoming undisputed in two weight classes, that's some serious spice 🌶",2,1,223.0,fury is expected to win and it would be a good win for him sure but i mean if usyk did pull of the upset with everything he accomplished at cruiser becoming undisputed in two weight class thats some serious spice,True,4,fury_usyk,positive,positive
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,Usyk destroys fury over 12 rounds,1,0,33.0,usyk destroys fury over round,True,2,fury_usyk,positive,negative
XR9B-OLxAy8,Fury vs Usyk - The ULTIMATE Breakdown,2023-10-08T08:10:33Z,PT11M27S,"#tysonfury  #furyusyk 

Here's the link to get your DOUBLE TERRIFIC Nord VPN offer: https://nordvpn.com/propa

Tyson Fury vs Oleksander Usyk is FINALLY on. This is the ultimate breakdown of the mega fight that will crown either Fury or Usyk undisputed. Usk beat Anthony Joshua, Fury beat Deontay Wilder, and now we get to see through the help of Frank Warren who is the best. Will Tyson Fury knock him out? will Usyk cruise to a points victory? Fury Usyk is the fight of fights.

https://www.instagram.com/this_is_propa

All materials in these videos are used for entertainment purposes and fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of materials used in this video and have a problem with the use of said material, please feel free to contact me via my email in the ""about"" page on my channel. I will happily fulfill your needs if there are any issues :)

Disclaimer: Only having a laugh here, don't take anything seriously, lifes too short  

Like and Subscribe for a giggle",3519,109394,954,"I’m an Usyk fan, always want him to win.  But aside from whatever I think of Fury, when it’s time to fight, I never bet against him.  Doesn’t mean I’d bet on Usyk to lose, but anyone thinking Fury would get schooled or battered maybe hasn’t understood the animal he is.",110,38,269.0,im an usyk fan always want him to win but aside from whatever i think of fury when it time to fight i never bet against him doesnt mean id bet on usyk to lose but anyone thinking fury would get schooled or battered maybe hasnt understood the animal he is,True,149,fury_usyk,positive,positive
